property_type,neighbourhood,city,gps_lat,gps_lon,infra_zone,length_m,width_m,area_m2,num_bedrooms,num_bathrooms,floor_level,shared_wc,has_parking,has_generator,has_water_meter,fiber_internet,security_gate,standby_power_kva,road_frontage_m,shopfront_quality,loading_bay,near_school,near_market,near_hospital,near_highway,near_university,structural_quality,condition_score,build_year,flood_risk,noise_level,title_type,advance_months,estimated_rent
studio,bonapriso,douala,4.034979,9.688163,II,8.0,3.0,24.0,1,1,1,1,0,0,0,1,1,0.0,0.0,0,0,1,1,0,1,1,5,4,2013,0,10,occupation,3,175000
house,nlongkak,yaounde,3.867956,11.507928,IV,8.0,15.0,120.0,5,2,0,1,0,0,1,1,1,0.0,0.0,0,0,1,1,0,1,1,4,8,1999,1,8,occupation,6,214000
office,deido,douala,4.059698,9.711049,IV,11.0,14.0,154.0,0,2,2,0,0,1,1,0,1,10.0,4.0,3,0,1,1,1,0,0,10,9,1983,0,7,occupation,3,534500
studio,bastos,yaounde,3.876794,11.507347,II,4.0,3.0,12.0,1,1,2,0,1,1,1,0,1,0.0,0.0,0,0,1,0,0,0,0,4,3,2011,0,7,none,6,201000
office,ekounou,yaounde,3.809968,11.553355,III,25.0,19.0,475.0,0,1,1,0,1,0,1,0,1,10.0,11.0,3,0,1,1,0,1,0,9,10,2016,0,2,foncier,3,1370500
office,bonanjo,douala,4.043023,9.694229,III,25.0,8.0,200.0,0,1,4,0,1,1,1,0,1,0.0,3.0,4,0,0,1,1,1,0,7,3,1976,0,1,none,6,848000
house,bonaberi,douala,4.051832,9.658064,V,21.0,9.0,189.0,5,1,0,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,7,3,2010,0,7,occupation,1,168500
apartment,nlongkak,yaounde,3.861043,11.506831,III,7.0,11.0,77.0,2,2,3,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,0,1,10,9,1981,0,3,occupation,6,241000
house,logpom,douala,4.082066,9.715547,IV,18.0,12.0,216.0,4,2,0,0,1,1,0,0,1,0.0,0.0,0,0,1,1,0,1,0,10,5,1985,0,8,foncier,2,299000
warehouse,essos,yaounde,3.876471,11.533181,II,45.0,26.0,1170.0,0,0,0,0,1,0,1,1,0,30.0,10.0,1,1,1,0,0,1,0,9,9,1978,0,1,none,2,1051500
warehouse,essos,yaounde,3.882612,11.525228,II,44.0,20.0,880.0,0,0,0,0,1,0,1,0,1,30.0,8.0,3,1,1,1,0,1,1,3,3,2023,0,7,none,3,766500
studio,mvog_mbi,yaounde,3.853688,11.502956,II,6.0,3.0,18.0,1,1,2,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,0,1,8,3,2007,1,10,occupation,3,64500
warehouse,ngousso,yaounde,3.894624,11.532103,III,58.0,28.0,1624.0,0,0,0,0,1,1,1,1,1,0.0,16.0,1,1,0,1,0,1,0,6,7,2000,1,9,occupation,3,1136000
store,ngousso,yaounde,3.896081,11.532792,III,22.0,19.0,418.0,0,0,0,0,1,0,1,0,0,0.0,9.0,2,0,0,1,0,1,0,8,9,2010,0,6,none,2,824500
office,bonanjo,douala,4.04909,9.698028,I,14.0,5.0,70.0,0,2,3,0,0,1,1,0,0,10.0,12.0,0,0,1,1,0,1,0,10,8,2000,0,3,occupation,1,737500
warehouse,nkol_foulou,yaounde,3.817425,11.48216,I,56.0,34.0,1904.0,0,0,0,0,1,0,1,1,1,10.0,16.0,0,1,1,1,1,1,0,9,3,2011,0,10,none,3,1615000
apartment,akwa,douala,4.044334,9.698649,IV,9.0,9.0,81.0,3,1,3,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,1,5,10,1996,0,7,none,3,256500
apartment,nlongkak,yaounde,3.863152,11.505829,III,14.0,8.0,112.0,2,2,3,0,0,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,10,10,2008,0,5,none,1,317500
house,deido,douala,4.063591,9.705944,IV,16.0,16.0,256.0,4,3,0,1,0,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,6,10,1993,0,10,none,3,295500
house,nkoldongo,yaounde,3.828152,11.483543,II,16.0,7.0,112.0,2,2,0,0,0,1,1,1,1,0.0,0.0,0,0,1,1,0,0,0,10,5,2010,0,8,occupation,1,226500
house,makepe,douala,4.071393,9.731463,II,6.0,11.0,66.0,4,1,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,1,1,0,8,3,2019,0,5,foncier,6,233500
store,bonaberi,douala,4.05508,9.659254,IV,21.0,18.0,378.0,0,0,0,0,0,1,1,1,0,0.0,12.0,1,1,1,0,0,0,0,6,9,2008,0,4,occupation,3,640500
house,ngousso,yaounde,3.897355,11.531201,IV,8.0,8.0,64.0,3,1,0,0,1,1,0,0,1,0.0,0.0,0,0,0,0,0,0,1,3,10,1993,0,9,occupation,6,171000
apartment,ndogpassi,douala,4.087483,9.742933,IV,5.0,5.0,25.0,3,2,1,1,0,1,1,0,0,0.0,0.0,0,0,1,1,0,1,0,3,7,2000,0,10,occupation,6,112000
house,ndogpassi,douala,4.089625,9.747805,II,13.0,16.0,208.0,3,2,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,0,7,8,2009,0,4,occupation,2,329000
house,biyem_assi,yaounde,3.84853,11.486344,II,21.0,9.0,189.0,3,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,1,0,1,0,3,9,1983,0,10,none,3,323500
land,deido,douala,4.060002,9.714876,V,53.0,18.0,954.0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,8,10,1986,0,1,occupation,1,126500
apartment,akwa,douala,4.051598,9.696494,III,8.0,11.0,88.0,3,1,4,1,1,1,1,0,0,0.0,0.0,0,0,0,0,0,1,0,7,6,2005,0,1,foncier,3,272500
land,cite_sic,douala,4.064254,9.72967,I,34.0,12.0,408.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,0,1,0,1,3,4,1990,0,7,foncier,6,98500
office,olembe,yaounde,3.949341,11.491288,V,21.0,8.0,168.0,0,1,4,0,1,1,1,0,1,10.0,5.0,2,0,1,0,0,0,1,4,8,1983,0,8,occupation,3,343000
shop,cite_sic,douala,4.068385,9.727164,II,8.0,6.0,48.0,0,1,0,0,0,0,1,0,0,0.0,14.0,2,0,0,1,0,0,0,8,3,2015,0,1,occupation,6,338500
office,akwa,douala,4.050217,9.696056,IV,18.0,10.0,180.0,0,1,3,0,1,0,1,0,1,0.0,19.0,3,0,1,1,0,1,0,4,6,1986,0,9,occupation,6,615500
house,bonapriso,douala,4.030257,9.687884,II,10.0,10.0,100.0,4,2,0,1,0,0,1,0,0,0.0,0.0,0,0,0,1,0,0,0,5,9,2007,0,7,occupation,6,383500
office,logpom,douala,4.07899,9.718414,I,14.0,9.0,126.0,0,1,0,0,0,1,1,1,1,10.0,15.0,3,0,0,1,0,1,1,7,10,2018,0,1,foncier,6,727500
house,logpom,douala,4.078633,9.715159,V,6.0,10.0,60.0,4,2,0,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,0,1,8,10,2004,0,10,occupation,2,150500
house,bonapriso,douala,4.034048,9.68055,IV,12.0,12.0,144.0,2,3,0,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,7,5,1983,0,7,none,6,313000
shop,melen,yaounde,3.911958,11.540892,III,8.0,7.0,56.0,0,0,0,0,1,1,1,0,1,0.0,9.0,3,0,0,1,0,1,1,6,9,2002,0,5,foncier,2,344000
land,makepe,douala,4.075932,9.738325,V,31.0,13.0,403.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0,1,1,1,0,0,6,10,2018,1,7,foncier,6,35000
apartment,cite_sic,douala,4.06901,9.726707,III,7.0,5.0,35.0,2,1,2,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,0,0,4,5,1975,0,3,foncier,3,136000
house,omnisport,yaounde,3.866466,11.517867,II,19.0,16.0,304.0,4,1,0,0,1,0,0,1,0,0.0,0.0,0,0,1,1,0,0,0,5,3,1999,0,2,occupation,6,493000
land,ngousso,yaounde,3.894051,11.536088,III,58.0,28.0,1624.0,0,0,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,1,0,3,7,2007,0,4,none,6,270500
apartment,omnisport,yaounde,3.871554,11.522021,V,8.0,5.0,40.0,3,2,2,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0,0,0,8,3,2018,1,2,none,6,137000
studio,melen,yaounde,3.907027,11.542463,II,5.0,4.0,20.0,1,1,2,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,8,7,1978,0,8,occupation,3,108000
apartment,nyalla,douala,4.103698,9.758096,IV,6.0,9.0,54.0,3,2,1,0,1,0,0,0,1,0.0,0.0,0,0,1,1,0,1,0,9,5,2023,0,3,none,6,136500
apartment,nlongkak,yaounde,3.865793,11.509245,V,13.0,5.0,65.0,2,1,4,0,0,0,1,1,0,0.0,0.0,0,0,1,1,0,1,1,8,5,1992,0,3,occupation,3,164000
house,olembe,yaounde,3.945683,11.495901,IV,7.0,7.0,49.0,2,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,1,0,0,10,10,2003,0,5,foncier,3,147000
office,akwa,douala,4.050162,9.701255,IV,13.0,7.0,91.0,0,2,3,0,1,0,1,0,0,10.0,6.0,2,0,1,1,0,1,0,9,3,2000,0,8,none,6,418500
warehouse,yassa,douala,4.032244,9.781438,II,56.0,10.0,560.0,0,0,0,0,1,1,1,1,1,0.0,11.0,4,0,0,0,0,0,0,5,3,1997,0,7,occupation,6,468500
house,nlongkak,yaounde,3.868575,11.511353,III,16.0,12.0,192.0,3,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,10,6,2005,0,5,none,6,310000
apartment,yassa,douala,4.028515,9.782844,II,13.0,9.0,117.0,2,1,3,0,0,1,1,1,0,0.0,0.0,0,0,0,1,0,1,0,7,7,2022,0,9,none,3,215000
house,essos,yaounde,3.876534,11.530989,IV,18.0,8.0,144.0,2,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,1,1,6,3,1995,0,4,none,6,190500
warehouse,essos,yaounde,3.882948,11.531676,V,24.0,32.0,768.0,0,0,0,0,1,1,1,0,0,20.0,16.0,4,1,1,1,0,0,0,6,9,2019,0,2,none,6,455500
apartment,logpom,douala,4.077399,9.717459,II,12.0,9.0,108.0,3,1,2,0,0,1,1,0,1,0.0,0.0,0,0,1,1,1,0,1,6,6,1985,0,4,none,2,248000
house,olembe,yaounde,3.947958,11.495183,III,10.0,17.0,170.0,4,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0,8,6,1983,0,3,foncier,1,243500
store,yassa,douala,4.03357,9.778623,II,18.0,15.0,270.0,0,0,0,0,1,1,1,0,0,0.0,7.0,5,1,0,0,0,1,1,3,3,1997,1,3,none,1,564000
house,ekounou,yaounde,3.814144,11.550848,II,12.0,9.0,108.0,3,2,0,0,1,1,1,0,0,0.0,0.0,0,0,1,0,0,1,0,10,5,1990,1,5,occupation,3,194500
house,nyalla,douala,4.104228,9.755533,II,15.0,13.0,195.0,4,2,0,0,1,1,0,0,0,0.0,0.0,0,0,1,1,0,1,0,9,6,2000,0,1,occupation,6,350500
apartment,nlongkak,yaounde,3.869645,11.505861,IV,8.0,8.0,64.0,3,1,2,0,1,1,1,1,0,0.0,0.0,0,0,0,1,1,0,0,4,9,2019,0,2,foncier,3,205500
apartment,makepe,douala,4.072928,9.733921,III,11.0,10.0,110.0,2,1,1,1,1,0,1,0,1,0.0,0.0,0,0,1,1,0,0,0,4,3,1975,0,2,occupation,3,174500
apartment,nyalla,douala,4.102193,9.755715,III,11.0,4.0,44.0,2,2,1,1,1,1,0,1,0,0.0,0.0,0,0,1,1,0,0,1,6,4,2018,0,8,none,3,124500
apartment,deido,douala,4.063574,9.706518,III,13.0,8.0,104.0,2,1,4,0,0,0,1,1,1,0.0,0.0,0,0,1,0,1,1,0,8,3,2024,0,1,foncier,3,262500
house,mvog_mbi,yaounde,3.85994,11.502765,III,7.0,6.0,42.0,4,3,0,0,1,0,1,1,0,0.0,0.0,0,0,0,0,1,1,0,6,7,2006,0,2,foncier,1,220500
studio,ngousso,yaounde,3.890856,11.533826,II,4.0,4.0,16.0,1,1,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,0,0,4,6,1982,0,5,occupation,1,135000
house,nkol_foulou,yaounde,3.818432,11.484855,IV,13.0,14.0,182.0,4,2,0,0,0,0,0,0,1,0.0,0.0,0,0,1,1,1,0,0,6,5,2020,1,4,foncier,3,186500
land,nlongkak,yaounde,3.865131,11.513226,IV,47.0,30.0,1410.0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,1,1,4,9,1975,0,7,occupation,6,184500
house,akwa,douala,4.04403,9.700073,II,13.0,10.0,130.0,2,1,0,0,0,0,1,0,1,0.0,0.0,0,0,1,1,0,0,1,8,8,2022,0,7,foncier,3,340000
store,biyem_assi,yaounde,3.851935,11.492164,II,20.0,15.0,300.0,0,1,0,0,1,0,1,0,0,0.0,8.0,3,0,1,1,0,0,0,4,3,2016,0,7,none,3,693500
land,bastos,yaounde,3.882438,11.512331,III,33.0,41.0,1353.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,1,0,5,5,2006,0,2,foncier,3,260500
apartment,biyem_assi,yaounde,3.851203,11.489483,V,6.0,9.0,54.0,2,2,4,0,0,0,1,0,1,0.0,0.0,0,0,1,1,0,0,0,8,6,2021,0,10,none,6,116500
house,nkoldongo,yaounde,3.834895,11.488969,V,14.0,15.0,210.0,3,2,0,1,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,1,7,3,1996,0,10,occupation,3,152500
studio,melen,yaounde,3.912531,11.538563,III,4.0,5.0,20.0,1,1,0,0,0,0,0,0,1,0.0,0.0,0,0,1,1,0,1,1,9,7,2001,0,10,occupation,3,112500
store,nlongkak,yaounde,3.866302,11.51466,V,20.0,19.0,380.0,0,1,0,0,0,0,1,0,0,0.0,19.0,5,0,1,1,1,0,0,4,3,2017,0,2,occupation,6,565000
house,bonaberi,douala,4.054139,9.663427,IV,7.0,15.0,105.0,3,1,0,0,1,1,1,0,0,0.0,0.0,0,0,1,1,0,1,1,7,4,1986,0,4,foncier,6,188000
house,logpom,douala,4.08343,9.722786,III,11.0,16.0,176.0,2,1,0,0,0,0,0,0,1,0.0,0.0,0,0,1,1,1,0,1,3,10,2007,0,8,occupation,6,236000
apartment,ndogpassi,douala,4.087154,9.740001,II,6.0,10.0,60.0,3,2,3,1,0,0,0,0,1,0.0,0.0,0,0,0,0,1,1,0,10,7,2010,0,4,occupation,6,192500
house,bonaberi,douala,4.055093,9.662474,III,9.0,6.0,54.0,3,1,0,0,1,1,0,1,0,0.0,0.0,0,0,1,0,0,0,0,8,7,2002,0,1,occupation,3,182000
apartment,mvog_mbi,yaounde,3.856642,11.503228,III,8.0,5.0,40.0,2,1,2,1,1,0,0,0,1,0.0,0.0,0,0,0,1,0,1,0,9,10,1979,0,7,occupation,3,146000
land,olembe,yaounde,3.948504,11.491955,III,25.0,13.0,325.0,0,0,0,0,1,1,1,0,0,0.0,0.0,0,0,1,1,0,1,0,10,3,1998,0,3,occupation,2,84000
apartment,nkol_foulou,yaounde,3.819703,11.480043,IV,12.0,7.0,84.0,3,2,4,0,1,1,1,0,1,0.0,0.0,0,0,0,1,1,1,0,3,3,1985,0,6,none,3,147500
land,essos,yaounde,3.876265,11.532027,II,52.0,46.0,2392.0,0,0,0,0,0,1,1,1,1,0.0,0.0,0,0,1,1,1,1,0,4,9,1988,0,2,occupation,6,448500
apartment,logpom,douala,4.081665,9.715095,IV,15.0,5.0,75.0,3,1,3,0,0,0,1,1,0,0.0,0.0,0,0,0,0,0,0,1,3,5,1980,0,2,occupation,2,124000
store,nlongkak,yaounde,3.869532,11.508253,III,19.0,10.0,190.0,0,0,0,0,0,1,1,0,1,0.0,6.0,4,1,0,1,0,0,0,5,3,2007,0,6,none,3,466000
house,nyalla,douala,4.099633,9.762447,III,6.0,6.0,36.0,2,2,0,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,1,1,3,4,2009,0,5,none,3,105000
apartment,odza,yaounde,3.931632,11.55731,IV,6.0,5.0,30.0,3,1,2,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,0,1,5,4,2008,0,10,none,3,74500
shop,nkol_foulou,yaounde,3.824943,11.478139,V,5.0,3.0,15.0,0,1,1,0,0,0,1,0,1,0.0,16.0,4,0,1,0,0,0,1,3,4,1981,0,6,none,2,116000
house,biyem_assi,yaounde,3.849054,11.493173,III,9.0,11.0,99.0,3,2,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,6,10,1991,0,3,none,3,245000
studio,nkol_foulou,yaounde,3.820995,11.478359,IV,7.0,5.0,35.0,1,1,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,1,1,7,4,2007,0,7,occupation,2,117500
store,nkoldongo,yaounde,3.82793,11.487169,IV,23.0,13.0,299.0,0,0,0,0,1,1,1,1,0,0.0,19.0,5,0,0,0,0,1,1,7,6,2018,0,4,foncier,6,613500
house,makepe,douala,4.072711,9.731275,V,14.0,8.0,112.0,3,2,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,1,1,4,4,2023,0,3,none,2,148000
house,mvog_mbi,yaounde,3.855675,11.505654,IV,6.0,16.0,96.0,3,1,0,1,0,1,0,0,1,0.0,0.0,0,0,0,0,1,0,0,9,9,2014,0,6,occupation,3,179500
apartment,odza,yaounde,3.93419,11.563491,III,12.0,7.0,84.0,2,2,2,0,1,0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,9,3,2011,0,6,foncier,6,185000
land,ngousso,yaounde,3.890222,11.535076,III,47.0,17.0,799.0,0,0,0,0,1,1,1,1,0,0.0,0.0,0,0,1,1,1,0,0,5,8,2022,0,9,foncier,3,193000
studio,bonapriso,douala,4.034737,9.687424,V,6.0,4.0,24.0,1,1,1,1,0,1,1,0,1,0.0,0.0,0,0,1,1,0,1,0,7,6,2017,0,4,foncier,1,138000
apartment,mvog_mbi,yaounde,3.854066,11.509678,IV,15.0,4.0,60.0,2,2,4,1,0,1,1,0,0,0.0,0.0,0,0,0,0,0,1,1,5,9,1976,0,9,occupation,3,129000
house,nlongkak,yaounde,3.867495,11.511081,III,18.0,6.0,108.0,4,3,0,0,0,1,1,0,0,0.0,0.0,0,0,1,1,1,0,1,3,8,2002,0,1,none,3,271000
studio,bonaberi,douala,4.054255,9.662577,III,6.0,4.0,24.0,1,1,3,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,1,0,7,7,1980,0,6,occupation,3,112000
house,yassa,douala,4.026192,9.776284,I,11.0,8.0,88.0,4,3,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,1,1,5,5,1978,0,3,foncier,6,315000
house,bonapriso,douala,4.035663,9.684012,III,10.0,15.0,150.0,3,3,0,1,0,0,1,1,0,0.0,0.0,0,0,1,1,0,1,0,3,4,1975,1,1,none,3,356000
apartment,bonaberi,douala,4.052818,9.661251,III,15.0,7.0,105.0,3,1,1,1,1,0,1,0,1,0.0,0.0,0,0,0,1,0,0,1,6,4,1994,0,8,occupation,2,144000
land,biyem_assi,yaounde,3.848411,11.493004,II,26.0,24.0,624.0,0,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,1,0,0,0,9,4,1994,1,9,foncier,6,104000
studio,ndogpassi,douala,4.09154,9.747991,III,7.0,6.0,42.0,1,1,3,0,0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,1,3,4,1982,0,5,occupation,2,99500
studio,odza,yaounde,3.933148,11.559149,III,5.0,4.0,20.0,1,1,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0,10,5,2017,0,6,foncier,1,102000
house,bonaberi,douala,4.054634,9.664288,II,11.0,17.0,187.0,3,2,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,0,1,1,10,6,2016,0,4,none,3,289000
house,ekounou,yaounde,3.809203,11.548918,V,14.0,15.0,210.0,4,3,0,0,0,0,1,0,1,0.0,0.0,0,0,1,1,0,1,0,6,6,2007,0,9,occupation,3,189500
house,ndogpassi,douala,4.08957,9.745514,IV,14.0,6.0,84.0,4,2,0,0,1,0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,8,3,1986,1,6,none,1,135000
house,ekounou,yaounde,3.805161,11.549649,IV,12.0,17.0,204.0,2,3,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,8,8,2019,0,3,none,3,213000
apartment,cite_sic,douala,4.06311,9.720037,V,15.0,6.0,90.0,2,2,3,1,1,1,1,1,1,0.0,0.0,0,0,1,0,0,0,0,7,5,1986,0,5,occupation,3,138500
shop,yassa,douala,4.027058,9.784435,II,14.0,4.0,56.0,0,0,0,0,1,0,1,1,0,0.0,13.0,0,0,0,0,1,0,0,5,9,1976,0,7,occupation,6,315500
house,nlongkak,yaounde,3.8651,11.507603,III,20.0,17.0,340.0,3,1,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,3,8,2016,0,3,occupation,3,399000
land,yassa,douala,4.033041,9.780564,II,54.0,40.0,2160.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0,0,0,0,0,8,7,2006,0,9,foncier,3,384500
store,melen,yaounde,3.912426,11.542931,IV,23.0,17.0,391.0,0,0,0,0,0,1,1,0,0,0.0,6.0,5,0,1,1,1,1,0,9,3,1978,1,1,occupation,1,631500
house,yassa,douala,4.028609,9.781766,I,9.0,7.0,63.0,3,1,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,1,0,0,6,5,2001,0,8,none,6,170000
apartment,odza,yaounde,3.929833,11.55678,V,9.0,4.0,36.0,5,1,2,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,1,10,3,1995,0,1,foncier,6,144000
apartment,nkol_foulou,yaounde,3.8187,11.480346,II,5.0,8.0,40.0,3,1,4,0,0,0,1,0,0,0.0,0.0,0,0,1,0,0,1,0,8,9,1987,0,9,foncier,6,189500
studio,ngousso,yaounde,3.896471,11.53756,V,6.0,3.0,18.0,1,1,0,0,0,1,1,0,1,0.0,0.0,0,0,1,0,1,1,0,6,5,2005,0,3,occupation,2,81500
office,yassa,douala,4.030665,9.777321,II,22.0,14.0,308.0,0,1,3,0,0,1,1,0,0,10.0,8.0,2,0,0,1,0,0,0,9,10,2003,0,9,occupation,6,992500
house,nyalla,douala,4.096059,9.761058,III,10.0,12.0,120.0,4,1,0,1,1,1,1,1,0,0.0,0.0,0,0,1,0,1,0,0,8,8,1979,1,2,occupation,6,183000
house,ngousso,yaounde,3.890607,11.539678,V,10.0,9.0,90.0,2,2,0,1,1,0,0,1,0,0.0,0.0,0,0,1,1,0,0,0,9,10,2018,0,1,none,1,144500
office,nkol_foulou,yaounde,3.824851,11.483576,III,18.0,17.0,306.0,0,1,3,0,1,1,1,1,1,20.0,9.0,1,0,1,0,0,1,0,9,7,2014,0,10,none,3,944000
studio,bonanjo,douala,4.044228,9.692228,II,7.0,3.0,21.0,1,1,3,0,0,1,1,0,1,0.0,0.0,0,0,1,0,0,1,0,3,10,2010,0,7,none,3,256500
studio,nyalla,douala,4.098059,9.763929,III,4.0,6.0,24.0,1,1,3,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,0,0,8,3,1986,0,10,none,3,47500
office,nyalla,douala,4.096692,9.758818,III,16.0,12.0,192.0,0,2,2,0,1,0,1,0,1,10.0,7.0,5,0,1,0,0,1,0,10,3,2010,1,4,foncier,6,619500
warehouse,nkoldongo,yaounde,3.828309,11.485373,I,38.0,30.0,1140.0,0,0,0,0,1,0,1,0,1,0.0,11.0,4,0,0,1,0,0,0,5,4,1991,0,7,foncier,3,972500
apartment,omnisport,yaounde,3.870215,11.516233,IV,14.0,8.0,112.0,2,1,5,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,1,0,3,8,2001,0,2,occupation,3,248000
apartment,mvog_mbi,yaounde,3.850184,11.509051,III,15.0,10.0,150.0,3,1,3,1,1,1,1,1,1,0.0,0.0,0,0,1,1,0,1,0,8,9,2018,1,7,foncier,3,299000
apartment,yassa,douala,4.02593,9.777874,IV,11.0,8.0,88.0,5,1,1,0,0,1,0,0,1,0.0,0.0,0,0,1,1,0,0,0,10,10,2022,0,4,occupation,3,220500
apartment,logpom,douala,4.07661,9.720943,III,9.0,8.0,72.0,5,2,1,1,1,1,0,0,1,0.0,0.0,0,0,0,1,0,1,0,9,7,2006,0,8,foncier,3,263500
office,nlongkak,yaounde,3.865562,11.510937,I,13.0,10.0,130.0,0,1,2,0,1,0,1,1,1,10.0,4.0,2,0,1,1,1,0,1,8,4,2024,1,7,none,3,633500
apartment,logpom,douala,4.079122,9.71509,II,12.0,9.0,108.0,2,1,4,0,1,1,1,0,1,0.0,0.0,0,0,0,1,0,1,1,8,6,1980,0,10,none,2,281500
apartment,cite_sic,douala,4.063617,9.721856,III,10.0,8.0,80.0,4,1,2,1,0,1,1,0,0,0.0,0.0,0,0,0,1,1,0,1,5,4,1992,0,5,none,6,177500
house,nlongkak,yaounde,3.867806,11.508246,IV,10.0,17.0,170.0,3,2,0,0,1,1,1,1,0,0.0,0.0,0,0,1,1,1,0,0,5,5,2012,0,5,occupation,3,258500
land,akwa,douala,4.048089,9.69554,V,25.0,30.0,750.0,0,0,0,0,1,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,8,7,1991,1,7,occupation,6,100000
studio,deido,douala,4.058979,9.708246,IV,8.0,3.0,24.0,1,1,1,0,0,1,1,1,0,0.0,0.0,0,0,1,1,1,0,1,7,7,1985,0,5,none,6,129500
apartment,yassa,douala,4.032882,9.784007,IV,15.0,5.0,75.0,5,2,1,0,1,0,1,0,1,0.0,0.0,0,0,1,1,1,0,0,10,3,1986,1,9,occupation,6,165000
house,ngousso,yaounde,3.892611,11.539437,V,12.0,16.0,192.0,5,2,0,1,1,1,1,0,1,0.0,0.0,0,0,1,0,0,0,0,9,9,1993,0,8,occupation,2,225000
apartment,omnisport,yaounde,3.872111,11.521771,II,7.0,6.0,42.0,2,2,4,1,1,1,1,0,1,0.0,0.0,0,0,1,1,0,0,0,7,6,1993,1,8,foncier,3,265500
studio,yassa,douala,4.030216,9.782298,IV,5.0,6.0,30.0,1,1,2,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,5,7,2018,1,4,none,2,73000
house,logpom,douala,4.083362,9.724509,IV,12.0,15.0,180.0,3,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,0,1,1,5,4,2007,0,5,occupation,6,221000
apartment,bastos,yaounde,3.876708,11.510552,III,11.0,4.0,44.0,3,1,1,0,0,1,1,0,0,0.0,0.0,0,0,1,0,0,1,1,6,10,2007,0,7,none,3,332000
apartment,logpom,douala,4.077417,9.724063,V,15.0,11.0,165.0,4,1,3,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,1,0,3,9,2009,0,9,occupation,3,199000
studio,melen,yaounde,3.908322,11.540849,V,6.0,4.0,24.0,1,1,3,1,1,1,1,0,1,0.0,0.0,0,0,0,1,0,0,0,10,3,2014,0,9,occupation,6,55000
office,logpom,douala,4.079461,9.724096,I,21.0,13.0,273.0,0,2,3,0,1,1,1,1,1,20.0,7.0,3,0,1,0,0,1,1,7,4,2002,0,3,occupation,6,1185500
house,bonanjo,douala,4.045486,9.698173,III,14.0,8.0,112.0,2,2,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0,1,1,6,6,2019,1,3,foncier,6,328000
studio,biyem_assi,yaounde,3.854157,11.493742,IV,8.0,5.0,40.0,1,1,2,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0,7,9,2011,0,4,occupation,3,117500
